track,artist,seeds,spotify_id,genre,acousticness,danceability,energy,liveness,loudness,tempo,valence
Oddfellows Local 151,R.E.M.,['gloomy'],3KUcECg6BJNDEnDqDRxCy2,rock,0.06,0.736,0.501,0.0752,-12.07,115.741,0.909
Kingdom Come,David Bowie,['gloomy'],0GSDkjD1yuhM5YUICzQ2V5,rock,0.151,0.519,0.904,0.0967,-7.764,121.053,0.789
Child Psychology,Black Box Recorder,"['gloomy', 'reflective', 'soft']",68lYnrHMQlCNmVpvyeVfrq,alternative,0.132,0.354,0.394,0.131,-11.563,160.554,0.166
The Motel,David Bowie,['gloomy'],02KcXz9pbDEO40GAPatJyK,rock,0.101,0.558,0.683,0.393,-12.252,155.029,0.395
I Wanna Go Back,Onra,['gloomy'],0KSauoDHUIG8QAdINb2Txz,hip-hop,0.00269,0.408,0.722,0.317,-1.927,179.996,0.292
Like Spinning Plates (Live),Radiohead,['gloomy'],2j2n2VGCMIyFaQ6ToEC0Cy,piano,0.807,0.277,0.384,0.97,-9.853,141.637,0.0997
Hurt,Thousand Foot Krutch,"['gloomy', 'bitter']",0ete13oTmYlKCyDiv7NUXe,rock,0.00217,0.448,0.938,0.273,-4.158,164.998,0.316
Videotapes,Blouse,['gloomy'],5KNbWUiY1T9ZLUIGTw9GHk,indie,0.0009,0.366,0.831,0.0974,-6.477,143.021,0.36
Sleeping With a Gun Under My Pillow,The Boy Least Likely To,['gloomy'],1iN6CPBTVQXgPSbh5pR4pK,indie,0.0922,0.72,0.509,0.797,-8.247,74.636,0.653
Old Man Kensey,R.E.M.,['gloomy'],6epADtDc9xvrKwIzItK3Gu,rock,0.0231,0.48,0.439,0.108,-13.604,113.103,0.699
Crumble,Sage Francis,['gloomy'],12zLc6bYLclY1xTLp7RKg9,hip-hop,0.649,0.591,0.572,0.575,-8.522,86.899,0.715
The Go In The Go-For-It,Grandaddy,['gloomy'],0pvLdyaX84COw8URnQjipJ,indie,0.335,0.418,0.552,0.193,-9.649,107.183,0.2
Good Advices,R.E.M.,['gloomy'],23zzZ07Y5LjxfMjPvSxG45,rock,0.025,0.516,0.496,0.0888,-14.718,114.006,0.626
Camera,Pavement,"['gloomy', 'quirky']",0WVHYzMNJ8YHiLXlo4GQOT,alternative,0.0203,0.276,0.354,0.121,-9.947,174.012,0.147
Burning Photographs,Ryan Adams,"['gloomy', 'lonely']",6PKNfjoN5MLXoqdTSjq6I4,rock,0.000303,0.526,0.772,0.189,-5.016,123.114,0.622
Freedom Ain't Free,Brother Ali,['gloomy'],4saikWPOQy3wCwcMwmmV00,hip-hop,0.284,0.814,0.499,0.0984,-7.029,86.387,0.833
Ground Control,Sage Francis,['gloomy'],5aZhdqhM7vM2BN5vC99AZ9,hip-hop,0.0615,0.474,0.702,0.684,-7.549,90.315,0.482
Raft,Pavement,['gloomy'],0duwHtVaT2latRye5vHYuh,alternative,0.0423,0.443,0.671,0.411,-9.264,99.585,0.848
Behave!,Frightened Rabbit,['gloomy'],0gCPr1cgF5rLA0iqI3ghGo,indie,0.424,0.581,0.459,0.111,-12.337,100.033,0.598
Avenue of Hope,I Am Kloot,"['gloomy', 'soft']",62lBbJOSOhxVpTr6BZ76QN,indie,0.465,0.656,0.374,0.146,-9.579,97.019,0.312
My Sound,Squarepusher,"['gloomy', 'laid-back']",6b5xLu1brpEY2epvbTkMhK,jazz,0.203,0.539,0.35,0.0662,-11.991,77.372,0.406
Neck On The New Blade,16 Horsepower,"['gloomy', 'halloween', 'tense']",5bH2WYvVMPZhKtPvobUvLm,rock,0.141,0.612,0.43,0.129,-10.746,126.663,0.742
Dead Faces,Okkervil River,['gloomy'],64DZY5mORtiVg6HgA9gYda,indie,0.798,0.354,0.449,0.109,-6.943,128.367,0.194
Sandstorm Woman,Sleepy Sun,['gloomy'],49hwiCZTdsVJOgHobo9ROX,rock,0.0023,0.209,0.548,0.0713,-7.971,83.986,0.321
From DJ Cam,DJ Krush,['gloomy'],3ob5OGMLyeGkyZ6Dky9Ugq,hip-hop,0.963,0.54,0.298,0.344,-24.903,67.627,0.554
Boys,Ryan Adams,['gloomy'],0jbhEoLAghO36XGzFdnBW0,rock,0.00279,0.436,0.868,0.0793,-4.705,149.568,0.524
New Age,Sleepy Sun,"['gloomy', 'quirky']",3flkicNxRWMxDDWTb76MIz,rock,0.000191,0.389,0.638,0.153,-6.113,128.534,0.504
Poor Mouth,16 Horsepower,['gloomy'],2ryu8FhqQaM8CoE4bV7Lef,rock,0.108,0.57,0.379,0.128,-10.643,124.953,0.238
Assassination,dead prez,['gloomy'],0ddeM8yti7vl0W9sUQuwBK,hip-hop,0.134,0.522,0.609,0.166,-7.151,177.262,0.775
Pumpin' for Jill,Iggy Pop,"['gloomy', 'positive']",2tIPpUXsnbnHcQtkV4n2md,rock,0.000371,0.552,0.689,0.145,-8.931,125.906,0.602
The Running Man,Aereogramme,['gloomy'],6eJFsY58vhBXCcG9i1TILY,indie,0.00115,0.524,0.641,0.172,-7.948,120.026,0.0616
Blue Tears,The Black Heart Procession,['gloomy'],7JB9a17ycsenXBX0Q4C1J6,indie,0.979,0.359,0.203,0.159,-11.36,104.161,0.0755
Lakeside,BLK JKS,['gloomy'],0oqaTn1IvkOPxiJnEdmUfu,rock,0.0982,0.396,0.928,0.388,-6.422,140.06,0.345
Doin Alright,CunninLynguists,['gloomy'],2uj1z346FVkMpgEvfe4vyO,hip-hop,0.557,0.744,0.617,0.0765,-8.68,94.95,0.266
South Pennsylvania Waltz,16 Horsepower,['gloomy'],0LupcBAsSwP6etzZjMW05d,country,0.107,0.472,0.375,0.0854,-12.351,111.621,0.178
Happiness & The Fish,Our Lady Peace,['gloomy'],77NmalOJF8DhAnlXHUrhOo,rock,0.0235,0.386,0.891,0.124,-5.455,159.155,0.177
Ell Ess Two,Pavement,['gloomy'],7FWSgT0vG06zaAfRr4AYRJ,alternative,1.43E-05,0.52,0.912,0.0906,-6.174,99.897,0.545
Enecs Eht No Kcab,One Be Lo,"['gloomy', 'flowing']",19JKzn93QEpf0i3xe1uq22,hip-hop,0.909,0.677,0.676,0.108,-5.549,86.813,0.736
Champagne,Millionaire,['gloomy'],6Maaaanwow1Xb0D7YAswvF,alternative,0.0041,0.524,0.825,0.125,-10.19,132.985,0.684
Celebrate You,Veruca Salt,"['gloomy', 'bittersweet', 'brooding']",2hmOSZejQau1gUP5lIWsn1,rock,0.00506,0.549,0.591,0.108,-8.855,95.28,0.185
Hell Of A Year,Sage Francis,['gloomy'],4y657H2VFa8KWqALYT3LY5,hip-hop,0.304,0.797,0.444,0.0884,-7.075,84.969,0.419
Fresh,Non-Prophets,['gloomy'],1mt6wR72H61jUVTRF06DY5,hip-hop,0.111,0.66,0.473,0.761,-11.618,98.946,0.769
"June 26th, 1998",Deep Puddle Dynamics,"['gloomy', 'introspective']",3IODIG5G1bjcW817ZJ9d0z,hip-hop,0.0079,0.556,0.847,0.265,-6.801,85.952,0.399
No More,Neil Young,['gloomy'],1YDDAf3HKBXLQZjqgfAyfb,rock,0.0337,0.341,0.364,0.148,-15.548,207.222,0.435
All Tomorrow's Parties,Nico,['gloomy'],5xbA4dCTAR1Hnp4guorC0C,rock,0.000242,0.656,0.443,0.0741,-15.005,105.152,0.117
So This Is Goodbye,Stina Nordenstam,"['gloomy', 'quiet']",2i1h24Cpucu7XbcjFEkdC2,alternative,0.894,0.584,0.0759,0.115,-14.68,98.834,0.071
Syksyn sävel,Juice Leskinen,['gloomy'],3eDLWKKgpVTvVKyCdnfJmX,rock,0.794,0.614,0.513,0.58,-8.367,116.601,0.483
Marie Cherie,Annie,"['gloomy', 'scary']",2JgYVZyTnrH7dKWXAiZzm1,pop,0.0111,0.505,0.867,0.148,-4.38,128.005,0.336
Komm zurück zu mir,Bohren & der Club of Gore,"['gloomy', 'mysterious']",577nxf5sQJl4eOMdOPt3jv,jazz,0.976,0.0703,0.0767,0.0668,-18.456,70.459,0.034
Bedroom Scene,Delays,"['gloomy', 'pure']",7zDy7APknHXh7b0HgOZJHh,indie,0.0658,0.632,0.665,0.161,-7.491,113.048,0.338
Ihminen,Zen Café,['gloomy'],47zrwmvhrUDvlOQVxAvmHE,rock,0.562,0.725,0.755,0.223,-8.02,96.012,0.383
Little Bit of Soul,DJ Format,['gloomy'],6jsO6iZs6mkwEsbg8gaVPZ,hip-hop,0.00975,0.853,0.532,0.128,-9.15,85.001,0.18
Your Russia,Woven Hand,"['gloomy', 'scary']",5F0zGW5IfI8Qf7mYoHYy7i,alternative,0.116,0.247,0.656,0.185,-6.594,199.968,0.187
Dark Ages,Pavement,['gloomy'],7px8PbGUy2J5Ts4UpUu9Lk,alternative,0.436,0.407,0.415,0.113,-9.018,124.108,0.414
Annabelle,Heavens,['gloomy'],6E1M0FfcQGKyzupxgZhMrz,indie,0.181,0.499,0.812,0.084,-8.459,165.024,0.406
Classical Homicide,Dälek,['gloomy'],1uFRtzAFChjKV8ZBt1l6Pa,rap,0.00225,0.269,0.957,0.43,-4.573,91.859,0.171
Job's Coffin,Tori Amos,['gloomy'],2IZlJ53urCoHagye4M4Vjc,alternative,0.922,0.384,0.25,0.124,-13.958,73.581,0.292
That Leaving Feeling,Stuart A. Staples,['gloomy'],328lx58zYF0bItHliMt0ps,alternative,0.324,0.361,0.43,0.224,-8.798,109.292,0.378
My Funny Valentine,Nico,"['gloomy', 'dramatic', 'sentimental']",0E0PXvmQ48mYIsiuy0Lmoo,alternative,0.969,0.336,0.105,0.116,-17.105,98.161,0.173
White Dove,Sleepy Sun,['gloomy'],1mXGX3RhAoVHo2FuEP6IGY,rock,0.0295,0.346,0.376,0.0947,-9.345,139.935,0.333
Hold Up,Peanut Butter Wolf,['gloomy'],5q513OlXZwlfeA9R8wW40T,hip-hop,0.58,0.767,0.867,0.15,-6.788,95.985,0.626
Watching Water,Alias,"['gloomy', 'introspective']",61iB0s4TPHmyVWKhYkKuVa,hip-hop,0.0178,0.731,0.59,0.446,-8.889,135.256,0.448
Rock Minuet,Lou Reed,"['gloomy', 'street-smart']",1LQNRwdf6XzJ3uUAZzIKKG,rock,0.0291,0.292,0.316,0.199,-12.29,106.281,0.261
Snow Goddess,Sleepy Sun,['gloomy'],5vncYaIOZgYbPSu1fSCde3,indie,0.027,0.309,0.551,0.175,-6.146,121.971,0.492
Upgrade,Deltron 3030,['gloomy'],1vQUA54snqF8dNZsuxVPTo,hip-hop,0.711,0.442,0.472,0.124,-11.576,88.929,0.606
This Tune,Television,['gloomy'],5qHjdsQAHLSsdOmx3662js,indie,0.168,0.795,0.584,0.15,-12.4,132.323,0.751
Lost,Cool Calm Pete,['gloomy'],5Dnqnke2SSffaB5krmStyv,chill,0.0841,0.615,0.847,0.201,-5.243,78.01,0.555
Egyptian Love Poems,40 Winks,['gloomy'],4ocUNKEcVI3hNyLHQbuV3s,hip-hop,0.397,0.467,0.246,0.154,-12.55,97.999,0.146
Living Slightly Larger,P.O.S.,['gloomy'],1yc60CfLJbxJrfPH1oSUbD,hip-hop,0.0498,0.628,0.816,0.135,-2.686,91.999,0.559
U Let Me Grow,eMC,['gloomy'],0KrVuNTGyf3oRSRaiMna2C,hip-hop,0.0801,0.634,0.762,0.658,-6.03,93.03,0.475
Naked & Red,Colour Revolt,['gloomy'],2AyNp0U83QRGoZenE8b6Fb,indie,0.00138,0.309,0.824,0.121,-6.888,117.316,0.392
Midas Gutz,Subtle,['gloomy'],6VCR9v3d0k870X1Xgb7zew,hip-hop,0.108,0.636,0.818,0.334,-5.02,171.974,0.435
Progress,40 Winks,['gloomy'],37LoU09kgHgEMcmF0oRsuD,hip-hop,0.573,0.69,0.479,0.665,-11.756,94.367,0.151
The Man Man,Ty Segall,['gloomy'],7F1Rl3za8Sujjzy2Wn8Bpc,indie,0.00137,0.451,0.434,0.19,-8.531,80.904,0.112
The Campaign for Real Rock,Edwyn Collins,"['gloomy', 'bitter', 'sardonic']",5y2UI9nA1CTfBAVti68lXK,rock,0.0184,0.377,0.561,0.3,-8.996,129.952,0.447
Disturbance At The Heron House (Live),R.E.M.,['gloomy'],1emqS5MoSvEVsbHemOJl7F,rock,0.00821,0.432,0.959,0.979,-4.144,135.077,0.613
Caught Between Worlds,Non Phixion,"['gloomy', 'philosophical']",2otni8wvoyf9ekDCpnRNAu,rap,0.652,0.602,0.857,0.314,-3.001,90.258,0.645
Read Wiped In Blue,Eyedea & Abilities,['gloomy'],1PW2f6TmSrE2cxEKuNHXoW,hip-hop,0.139,0.643,0.627,0.123,-4.606,150.15,0.218
Skies Open,Blue Sky Black Death,['gloomy'],6TLMULRG3AMKD6VYYBPUhI,hip-hop,0.0459,0.652,0.696,0.19,-8.888,144.553,0.399
The Bells,Lou Reed,"['gloomy', 'spooky']",3eAJg1Iznxlm3VeX3oE3nI,rock,0.546,0.139,0.379,0.117,-11.371,88.667,0.141
Wishes and Luck,Cool Calm Pete,['gloomy'],6eKTN2CjJ5wCTd1ggYcgmS,hip-hop,0.131,0.501,0.963,0.265,-8.176,90.839,0.193
A Town Called Luckey,Rilo Kiley,"['gloomy', 'narrative']",2DT26jopJnEQkaeUtA8l7m,indie,0.00724,0.467,0.861,0.0585,-4.16,102.23,0.253
Sackville,Inspiral Carpets,"['gloomy', 'grim']",6IS1mmHLTHf1GghMJcOMIo,indie,0.000708,0.536,0.891,0.0859,-3.382,157.203,0.425
Debris,The Gathering,['gloomy'],1pHyZ3BtfGgwFKO3gfJh3k,rock,0.000691,0.373,0.888,0.461,-5.576,165.255,0.401
Under Satan's Authority,Cage,['gloomy'],4riyPvhKl10lfXblEajZ6A,hip-hop,0.969,0.605,0.384,0.167,-13.436,144.308,0.939
Ash Gray Sunday,Screaming Trees,['gloomy'],5z3Wx9CjSTTfSjuQ5sxODO,rock,6.62E-05,0.487,0.804,0.138,-7.269,133.819,0.538
Of A Life,Echo & the Bunnymen,['gloomy'],7zb6lKHORhe0TMRwaOFGEV,alternative,4.09E-06,0.461,0.809,0.127,-7.317,129.906,0.687
Ganar o perder,Nudozurdo,['gloomy'],0qTFIb4Bl1s2ciOGp30nFP,indie,0.525,0.457,0.533,0.103,-7.821,95.576,0.078
June,Copywrite,['gloomy'],2pCOYnifTj96JuNQfkyhhK,hip-hop,0.39,0.688,0.855,0.0699,-6.738,92.474,0.368
Heart Without a Home,The Black Heart Procession,"['gloomy', 'brooding']",0pWWYvLHcXuhuUEsglTVig,indie,0.757,0.494,0.292,0.12,-10.427,132.198,0.111
The Confidential Agent,American Music Club,['gloomy'],0qQLbYR9WBEuKARbN0Lttw,rock,0.253,0.455,0.343,0.121,-13.24,111.052,0.0893
beginagain,Alias,['gloomy'],0nrhkW1Noa7ixvoRuYOq3v,hip-hop,0.266,0.733,0.742,0.481,-13.384,93.999,0.518
Cries a Girl,Buck 65,['gloomy'],2awICSp9pqKP8B52f86W5K,hip-hop,0.163,0.731,0.53,0.0653,-7.782,133.842,0.317
Perfect Fit,Apostle of Hustle,['gloomy'],1n3BmrhxHcqlEvfetLO2S9,indie,0.199,0.685,0.565,0.123,-10.237,153.618,0.512
Lifted,Eurythmics,['gloomy'],63HWKC0ZxPZgAVWME9w8mf,pop,0.267,0.4,0.464,0.453,-6.607,119.832,0.187
Sag es laut,Xavier Naidoo,['gloomy'],7E6FjIcPq9ulvldcIZFUuL,pop,0.921,0.675,0.221,0.108,-9.533,130.158,0.262
Sacred Music,Trembling Blue Stars,"['gloomy', 'somber']",2mBfr60cZQCvgPAi3R7r9o,indie,0.0319,0.533,0.681,0.163,-6.899,135.95,0.555
You (interlude),40 Winks,['gloomy'],1Jt9sBc24v2dAtEEBY5uID,hip-hop,0.126,0.75,0.392,0.0779,-8.694,102.197,0.839
P.S.,Jean Grae,['gloomy'],1kv7ruBFi8sXK0QKkWk9TO,hip-hop,0.0396,0.724,0.759,0.321,-7.657,88.963,0.785
Child,The Unwinding Hours,"['gloomy', 'bleak']",0N7BWZTUaSfm20mYh7CgOm,indie,0.501,0.525,0.599,0.0796,-8.317,151.909,0.312
This Corrosion,Lambchop,['gloomy'],4wk2G0HXdpJgZIXd9kGGwH,indie,0.257,0.444,0.403,0.112,-12.015,143.013,0.352
Getaway,O.C.,['gloomy'],0yLLsTQE8Uq01IFiny9ZPO,hip-hop,0.0455,0.448,0.834,0.207,-7.505,173.774,0.54
The Killing,Alamo Race Track,"['gloomy', 'cathartic']",1xDXxbwokpFkdheU5jsrUS,alternative,0.327,0.719,0.471,0.0683,-8.199,132.457,0.398
Angel of Solitude,Alias,['gloomy'],4uxGLIrjCrb9svA4DAcTWe,hip-hop,0.595,0.415,0.664,0.065,-8.238,171.185,0.0386
JEM,Youngblood Brass Band,"['gloomy', 'dramatic', 'plaintive']",1fazS1OzWSNkd7JQmc6bo2,hip-hop,0.945,0.115,0.0389,0.128,-11.749,172.637,0.0364
Who Are the Sunz of Man?,Sunz of Man,"['gloomy', 'spiritual']",1coabpiv2untm5K8k5OpK5,hip-hop,0.0471,0.789,0.63,0.158,-9.206,90.676,0.585
Untouchable,Luna Halo,['gloomy'],4jN00WozLkOiXwNpiM0l7V,rock,0.00101,0.582,0.925,0.0411,-2.151,119.818,0.534
Vanessa,DJ Signify,['gloomy'],4N7iijsvgOPXY1sjjzFHgy,hip-hop,0.123,0.697,0.596,0.0657,-14.418,144.348,0.122
Sand,Allan Holdsworth,['gloomy'],7Az1OfChyqxH7B5j3vGrBX,jazz,0.0195,0.199,0.525,0.115,-12.456,90.979,0.208
Come My Sunshine,The Comas,['gloomy'],56G4XvX3XpS8e5rGF0R7dC,alternative,0.000565,0.427,0.816,0.17,-5.155,140.164,0.344
The Truth,Steve Earle,['gloomy'],3HbTwS8rj9YkzyQvJzbbcL,country,0.233,0.414,0.619,0.0636,-6.233,171.598,0.633
Early Morning Silence,Glue,['gloomy'],6hSbdFwE8hvbFJC6cOudRi,hip-hop,0.553,0.776,0.823,0.211,-4.946,102.964,0.46
All Ones and Zeros,The Early Years,['gloomy'],5D7oUwC82sCzi7rbBF569Q,alternative,0.00333,0.213,0.814,0.348,-5.544,153.586,0.396
Rainy Day,Josh Martinez,['gloomy'],2sJz4Wu2Ub40D3jULDSqNu,hip-hop,0.121,0.576,0.877,0.378,-6.546,173.293,0.636
Six Feet Deep,Black Moon,['gloomy'],7Ge0pGizms8pNVnH66Pgr8,hip-hop,0.364,0.594,0.56,0.15,-17.267,88.858,0.346
12 Shots (feat. Nate Augustus),Diabolic,['gloomy'],2zD7l4ylZ6kKlpDzwrOpQ2,rap,0.107,0.677,0.766,0.105,-5.837,83.994,0.185
All The Things I Wasn't,The Grapes Of Wrath,['gloomy'],5ui4WK9gsF3cu3yNvUWpjr,rock,0.769,0.636,0.272,0.114,-13.575,134.494,0.368
Horses,Pere Ubu,['gloomy'],21mPjYH2Jmhg2LEUN6lrAX,rock,0.517,0.473,0.684,0.311,-10.286,119.294,0.48
Desire (Dead Body Remix),Suicide Commando,"['gloomy', 'spooky']",0zHatvNt8riXabUDcNJLtq,electro,0.000457,0.481,0.962,0.123,-2.429,119.904,0.0608
Trunk,Alamo Race Track,['gloomy'],3FvQxdR5LWFhEikhqa71by,rock,0.0294,0.536,0.548,0.101,-7.016,184.042,0.173
"Hold Me, I'm Falling",Mychael Danna,['gloomy'],3ljA6cN9vh10PQqJgY6kuf,soundtrack,0.986,0.325,0.0231,0.112,-19.161,138.63,0.076
Suburbs Of Moscow,Kim Wilde,['gloomy'],5BzQCKformqHyGBgXDblqd,pop,0.132,0.711,0.787,0.101,-12.251,131.291,0.965
Friction,Gallhammer,['gloomy'],2Zh0xMhTJSgk0FxnJaJHU9,metal,0.102,0.264,0.483,0.113,-6.865,58.986,0.0914
Coffee Break,Life of Agony,['gloomy'],34MMtTrzRbVAfAlcwjBR7W,metal,0.000475,0.346,0.6,0.0557,-6.233,144.336,0.463
Low Tide (feat. Aesop Rock),DJ Signify,['gloomy'],3IBgxqNb1BF8fTCE3ee9f2,hip-hop,0.535,0.735,0.771,0.09,-10.664,100.006,0.416
Lost On The Way,Those Poor Bastards,['gloomy'],5B09caz58HBE3DmPaNtuEc,country,0.323,0.567,0.439,0.119,-9.669,114.034,0.0654
Dance Of Death,Calexico,['gloomy'],1jLXXPNsC2crSxNgiZS7ug,blues,0.644,0.426,0.387,0.0891,-10.046,143.825,0.143
Choose Your Masques,Hawkwind,['gloomy'],4WF54M7lnJ0kSuqS18NrAB,rock,0.00155,0.484,0.929,0.518,-12.358,152.098,0.282
Allan (Extended Mix),Mylène Farmer,['gloomy'],0lz3BAzPqbrVeR9elNXTK9,pop,0.0489,0.656,0.699,0.136,-10.573,125.002,0.677
Van Den Budenmayer - Funeral Music (winds),Zbigniew Preisner,"['gloomy', 'sacred']",0FWtmUBM4zh574lOH5Sw2c,soundtrack,0.974,0.139,0.0203,0.151,-25.989,71.964,0.0689
On And On,The Bell,['gloomy'],74gZkNXElS2RUm8PfUJHPE,indie,0.297,0.884,0.323,0.0922,-10.389,98.05,0.142
Wild Boys (Wilder Than Wild Boys extended mix),Duran Duran,['gloomy'],4CyF8v809RSBcSIYJV4QsV,pop,0.323,0.776,0.818,0.168,-7.018,115.797,0.593
Just Another Guy,Kim Wilde,['gloomy'],5LiZclwHbJe5vLAcQATqa4,pop,0.0046,0.583,0.858,0.608,-6.214,159.591,0.969
Columba Aspexit,This Ascension,"['gloomy', 'nocturnal', 'indulgent', 'somber', 'wintry']",61e2ZwnDWidGfnRsx78w0Y,classical,0.0447,0.265,0.463,0.11,-13.257,169.082,0.35
Ghetto Perspective,Ty,['gloomy'],2CEEpOgV1s4BFRL8fmGWd3,hip-hop,0.0942,0.768,0.768,0.182,-7.303,100.98,0.9
Sunshine Is My Destroyer,HausHetaere,['gloomy'],566JbMMY9daxyt4CLhgL1Q,electro,0.00103,0.546,0.975,0.155,-3.43,109.112,0.13
The Evolution of the Screenwriter,Carter Burwell,['gloomy'],3MHEj1ZuZwk8dDAyLDzJ6Q,soundtrack,0.463,0.539,0.373,0.107,-16.009,108.315,0.0688
Fear And Doubt (In The Frozen Dawn),Amber Asylum,['gloomy'],2mOzPH8Z8TQIArjzPp8oLK,classical,0.896,0.186,0.151,0.128,-16.886,132.228,0.0339
Seven,Play,"['gloomy', 'exotic']",5BXK6ZERP3MT4JXjRm8lHB,pop,0.675,0.609,0.254,0.126,-15.538,150.504,0.833
Thriller,Michael Jackson,['halloween'],7azo4rpSUh8nXgtonC6Pkq,pop,0.0816,0.764,0.887,0.847,-3.726,118.427,0.72
Ghostbusters,Ray Parker Jr.,['halloween'],300zfRaCgTmEm5Eqe3HqZZ,soundtrack,0.0125,0.779,0.717,0.355,-9.7,115.384,0.789
The Boogie Monster,Gnarls Barkley,['halloween'],6Gth28s3RFaz7JBeQwznZi,hip-hop,0.652,0.8,0.603,0.188,-6.648,103.984,0.92
They Are Night Zombies!! They Are Neighbors!! They Have Come Back From the Dead!! Ahhhh!,Sufjan Stevens,"['halloween', 'epic', 'quirky']",3CCwFADNM9hPfH7RmrWPjW,indie,0.83,0.675,0.499,0.095,-9.505,94.986,0.434
Pa Pa Power,Dead Man's Bones,"['halloween', 'uplifting']",7vRdcsmD92oErIQDnmp60e,indie,0.767,0.654,0.535,0.113,-8.251,116.035,0.479
Witchcraft,Frank Sinatra,['halloween'],3BTsv0FthgmDwyKlYShwJF,jazz,0.493,0.481,0.242,0.137,-11.81,116.342,0.389
Underground,Tom Waits,['halloween'],3my6Uz9RmXcJB7yEnrth7C,rock,0.113,0.766,0.323,0.0936,-17.026,155.957,0.765
Man of a Thousand Faces,Regina Spektor,"['halloween', 'ethereal', 'tender']",1mXqCED8vAyj9tsXXUiNHe,alternative,0.938,0.588,0.255,0.113,-10.269,125.85,0.156
This is Halloween,Danny Elfman,['halloween'],1CYjYSg9sdtbBoxSf8uhFD,soundtrack,0.448,0.563,0.8,0.143,-4.252,165.988,0.729
Fresh Blood,Eels,['halloween'],5atcNk0VJ42eev7JZ44uJr,indie,0.298,0.564,0.904,0.0804,-4.651,192.188,0.721
Necromancer,Gnarls Barkley,['halloween'],55MjmYId7nEVI8y1GDmmWR,hip-hop,0.119,0.598,0.922,0.19,-3.997,142.914,0.532
Carousel,Melanie Martinez,['halloween'],5nHTLEJ10zaqdnKqLriah4,alternative,0.0958,0.739,0.661,0.0848,-5.35,76.999,0.333
Lose Your Soul,Dead Man's Bones,"['halloween', 'uplifting', 'atmospheric']",2Tp3uEfVC5FNiIdGFWQxOC,indie,0.665,0.568,0.786,0.128,-10.328,124.882,0.541
Mind Playing Tricks on Me,Geto Boys,"['halloween', 'paranoid']",63BokRfXSQhEU6Qi2dSJpZ,rap,0.207,0.886,0.512,0.0991,-11.825,93.997,0.454
Jack's Lament,Danny Elfman,['halloween'],4VCexsNDyC2j8ZrY34RwV0,soundtrack,0.713,0.282,0.242,0.157,-17.477,78.976,0.196
Scary Monsters (and Super Creeps),David Bowie,['halloween'],4mm9p1NTNBYnyA89jfss3Z,rock,0.0244,0.428,0.978,0.169,-8.725,142.905,0.301
Ghost Train,Gorillaz,['halloween'],2pcwdOLTfkGVtVj8h7eFQw,alternative,0.00786,0.633,0.574,0.0707,-9.275,145.098,0.522
The Hazards of Love 3 (Revenge!),The Decemberists,['halloween'],0qRHqLn1aeHT8JsgQIpaDb,indie,0.116,0.277,0.655,0.452,-5.848,154.999,0.283
Devil Town,Bright Eyes,['halloween'],20Lo9M6nfdIAWrzPPV4yY0,indie,0.164,0.197,0.53,0.25,-8.456,71.996,0.357
Pentagram,Cake,"['halloween', 'quirky']",5tCjWV0DA1BXd2vs4UwF2z,alternative,0.312,0.599,0.613,0.3,-8.643,124.171,0.834
Father Lucifer,Tori Amos,['halloween'],22lGkc95LBywIGwK0s7duD,alternative,0.953,0.491,0.179,0.0672,-15.896,102.674,0.481
Werewolf Heart,Dead Man's Bones,"['halloween', 'atmospheric']",1cYDIA4W6eSL4VkPBm1vw7,indie,0.349,0.393,0.398,0.136,-9.792,73.433,0.356
Trouble's Braids,Tom Waits,"['halloween', 'sarcastic', 'sardonic', 'cynical']",1CJdb8VtMVUJ8mVPca5MQy,rock,0.143,0.685,0.42,0.109,-18.911,133.536,0.565
Vampire Blues,Neil Young,['halloween'],5rd5wBubseTPPcxJe0IuYc,rock,0.0866,0.607,0.413,0.324,-13.246,152.493,0.738
Ghosting,Mother Mother,"['halloween', 'narrative', 'bittersweet', 'sweet', 'quirky']",6405hOm4Nxfxzm2wxXw2BU,indie,0.325,0.606,0.618,0.108,-5.1,92.061,0.237
Time Warp,Richard O'Brien,['halloween'],5Y8sslyf4YIBYxYUYmY52K,soundtrack,0.093,0.368,0.858,0.0986,-4.986,175.7,0.542
Just a Game,Birdy,['halloween'],4iyuehnUYAVRXOgVRg1hYK,indie,0.925,0.531,0.211,0.101,-11.727,143.971,0.144
Witches' Rave,Jeff Buckley,['halloween'],1RuxSsyKoKQt6HnIW6fpYV,rock,0.265,0.633,0.728,0.133,-7.721,89.753,0.334
Black Magic,Jarvis Cocker,['halloween'],6fFH9bFBRzCThggPGeRirR,indie,0.0312,0.428,0.721,0.15,-4.765,176.965,0.416
Ghosts,Michael Jackson,['halloween'],7s51HyYKRGWqkH1UWnApHh,pop,0.0527,0.828,0.915,0.634,-4.369,103.219,0.782
Slipping Away,Michael Andrews,"['halloween', 'ethereal']",14lOAbv1VOCHMsMlENv9TM,soundtrack,0.953,0.132,0.239,0.106,-16.321,72.086,0.234
"Danse macabre in G minor, Op. 40",Camille Saint-Saëns,"['halloween', 'macabre', 'romantic']",1IM8x4lxZVOOP9gpQD6c5s,classical,0.906,0.442,0.181,0.0598,-20.419,115.884,0.172
Paper Ships,Dead Man's Bones,"['halloween', 'uplifting']",3JXH2tUeLMvWdYoa5EbmCP,indie,0.951,0.459,0.304,0.167,-10.855,124.162,0.0772
